"","Valid_LIB.C.150","Alien_origin","rep.1..length.pezalps.TNRS.phy.tip.label..","endemic.TNRS","Ecrins.NP","Summits","Persistent","Under.Ice","Plat.de.la.Selle","Barre.des.Ecrins","La.Meije","Sirac","Rouies","Olan","Pelvoux","Occidentale.Ailefroide","Brevoort","Burlan","Rocher.de.la.Selle","Choisy","Muraillette","Rateau","Lauvitel"
"719","Leucanthemum_pallens","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"720","Leucanthemum_vulgare","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"721","Ligustrum_vulgare","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"722","Lilium_bulbiferum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723","Lilium_martagon","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724","Limodorum_abortivum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"725","Linaria_alpina","",1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"726","Linaria_angustissima","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"727","Linaria_repens","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"728","Linaria_simplex","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"729","Linum_alpinum","",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"730","Linum_catharticum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"731","Linum_suffruticosum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"732","Linum_usitatissimum_subsp._angustifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"733","Lithospermum_officinale","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"734","Lolium_perenne","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"735","Lomelosia_graminifolia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"736","Lonicera_caerulea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"737","Lonicera_etrusca","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"738","Lonicera_nigra","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"739","Lonicera_webbiana","Himaya",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740","Lonicera_xylosteum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741","Lotus_corniculatus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"742","Lotus_corniculatus_subsp._alpinus","",1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1
"743","Lotus_corniculatus_subsp._delortii","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"744","Lotus_maritimus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"745","Lunaria_annua","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"746","Lunaria_rediviva","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"747","Luzula_alpinopilosa","",1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1
"748","Luzula_campestris","",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"749","Luzula_lutea","",1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1
"750","Luzula_luzulina","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"751","Luzula_multiflora","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"752","Luzula_nivea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"753","Luzula_pediformis","",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"754","Luzula_spicata","",1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1
"755","Luzula_sudetica","",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"756","Luzula_sylvatica","",1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"757","Lychnis_flos-cuculi","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758","Lychnis_flos-jovis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"759","Lycopus_europaeus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"760","Lysimachia_arvensis","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"761","Lysimachia_nemorum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"762","Lysimachia_vulgaris","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763","Lythrum_salicaria","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764","Macrosyringion_glutinosum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"765","Maianthemum_bifolium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"766","Malus_domestica","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"767","Malus_sylvestris","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"768","Malva_alcea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"769","Malva_moschata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"770","Matricaria_discoidea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"771","Medicago_lupulina","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"772","Medicago_minima","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"773","Medicago_monspeliaca","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774","Medicago_sativa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"775","Melampyrum_sylvaticum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"776","Melica_ciliata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"777","Melica_nutans","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"778","Melica_uniflora","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"779","Melilotus_albus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"780","Melittis_melissophyllum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"781","Mentha_aquatica","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"782","Mentha_arvensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"783","Mentha_longifolia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"784","Mercurialis_perennis","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"785","Meum_athamanticum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"786","Micranthes_stellaris","",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"787","Microthlaspi_perfoliatum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"788","Milium_effusum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"789","Minuartia_laricifolia","",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"790","Minuartia_oreina","Caucasus",0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"791","Minuartia_rostrata","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"792","Minuartia_rupestris","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"793","Minuartia_sedoides","",0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1
"794","Minuartia_verna","",1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1
"795","Minuartia_villarii","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"796","Moehringia_trinervia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"797","Molinia_caerulea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"798","Moneses_uniflora","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"799","Monotropa_hypopitys","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"800","Murbeckiella_pinnatifida","",0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1
"801","Muscari_comosum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"802","Muscari_neglectum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"803","Mutellina_adonidifolia","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"804","Myosotis_arvensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"805","Myosotis_corsicana","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"806","Myosotis_decumbens","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"807","Myosotis_ramosissima","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"808","Myosotis_stricta","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"809","Myosotis_sylvatica","",1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1
"810","Myricaria_germanica","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"811","Narcissus_poeticus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"812","Nardus_stricta","",1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"813","Nasturtium_officinale","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"814","Neotinea_ustulata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"815","Neottia_nidus-avis","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"816","Neottia_ovata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"817","Nepeta_nepetella","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"818","Nepeta_nuda","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"819","Noccaea_caerulescens","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"820","Noccaea_rotundifolia","",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"821","Odontites_luteus","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"822","Onobrychis_saxatilis","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"823","Onobrychis_viciifolia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"824","Ononis_arvensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"825","Ononis_cristata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"826","Ononis_fruticosa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"827","Ononis_natrix","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"828","Ononis_pusilla","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"829","Ononis_rotundifolia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"830","Ophioglossum_vulgatum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"831","Ophrys_apifera","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"832","Ophrys_fuciflora","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"833","Ophrys_insectifera","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"834","Orchis_anthropophora","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"835","Orchis_mascula","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"836","Orchis_militaris","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"837","Orchis_pallens","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"838","Orchis_purpurea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"839","Oreoselinum_nigrum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"840","Origanum_vulgare","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"841","Orlaya_grandiflora","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"842","Ornithogalum_umbellatum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"843","Orobanche_caryophyllacea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"844","Orobanche_elatior","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"845","Orobanche_laserpitii-sileris","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"846","Orobanche_teucrii","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"847","Orthilia_secunda","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"848","Oxalis_acetosella","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"849","Oxalis_fontana","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"850","Oxyria_digyna","",1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1
"851","Oxytropis_campestris","",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"852","Oxytropis_fetida","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"853","Oxytropis_halleri","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"854","Oxytropis_helvetica","",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"855","Oxytropis_jacquinii","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"856","Oxytropis_lapponica","",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"857","Oxytropis_pilosa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"858","Paeonia_officinalis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"859","Papaver_alpinum","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"860","Papaver_alpinum_var._aurantiacum","",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"861","Papaver_dubium","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"862","Paradisea_liliastrum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"863","Paris_quadrifolia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"864","Parnassia_palustris","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"865","Paronychia_kapela","",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"866","Paronychia_polygonifolia","",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"867","Pastinaca_sativa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"868","Patzkea_paniculata","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"869","Pedicularis_comosa","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"870","Pedicularis_foliosa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"871","Pedicularis_gyroflexa","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"872","Pedicularis_kerneri","",1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0
"873","Pedicularis_rostratospicata_subsp._helvetica","",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"874","Pedicularis_tuberosa","",1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"875","Pedicularis_verticillata","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"876","Persicaria_amphibia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"877","Persicaria_lapathifolia","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"878","Persicaria_maculosa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"879","Persicaria_mitis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"880","Petasites_albus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"881","Petasites_hybridus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882","Petasites_paradoxus","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"883","Petrorhagia_prolifera","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"884","Petrorhagia_saxifraga","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"885","Phegopteris_connectilis","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"886","Phelipanche_purpurea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"887","Phleum_alpinum","",1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"888","Phleum_phleoides","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"889","Phleum_pratense","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"890","Phragmites_australis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"891","Phyteuma_hemisphaericum","",0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1
"892","Phyteuma_michelii","",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"893","Phyteuma_orbiculare_subsp._orbiculare","",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"894","Phyteuma_ovatum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"895","Phyteuma_scheuchzeri","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"896","Phyteuma_scorzonerifolium","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"897","Phyteuma_spicatum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"898","Picea_abies","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"899","Picris_hieracioides","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900","Pilosella_aurantiaca","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"901","Pilosella_corymbuloides","",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"902","Pilosella_cymosa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"903","Pilosella_lactucella","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"904","Pilosella_officinarum","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"905","Pilosella_peleteriana","",1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"906","Pilosella_piloselloides","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"907","Pilosella_piloselloides_subsp._praealta","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"908","Pimpinella_major","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"909","Pimpinella_saxifraga","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"910","Pinguicula_alpina","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"911","Pinguicula_vulgaris","",1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"912","Pinus_cembra","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"913","Pinus_mugo","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"914","Pinus_nigra","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"915","Pinus_sylvestris","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"916","Plantago_atrata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"917","Plantago_holosteum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"918","Plantago_lanceolata","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"919","Plantago_major","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"920","Plantago_maritima","",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"921","Plantago_media","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"922","Plantago_neumannii","Russia, Himalaya",0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1
"923","Plantago_sempervirens","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"924","Platanthera_bifolia","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"925","Platanthera_chlorantha","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"926","Pleurospermum_austriacum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"927","Poa_annua","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"928","Poa_badensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"929","Poa_bulbosa","",1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1
"930","Poa_cenisia","",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
"931","Poa_chaixii","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"932","Poa_laxa","",1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1
"933","Poa_nemoralis","",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"934","Poa_nemoralis_var._glauca","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"935","Poa_perconcinna","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"936","Poa_pratensis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"937","Poa_supina","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"938","Poa_trivialis","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"939","Polycnemum_majus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"940","Polygala_alpestris","",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"941","Polygala_alpina","",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"942","Polygala_amarella","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"943","Polygala_calcarea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"944","Polygala_chamaebuxus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"945","Polygala_comosa","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"946","Polygala_vulgaris","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"947","Polygonatum_odoratum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"948","Polygonatum_verticillatum","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"949","Polygonum_aviculare","",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"950","Polypodium_interjectum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"951","Polypodium_vulgare","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"952","Polystichum_lonchitis","",0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"953","Polystichum_setiferum","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"954","Populus_alba","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"955","Populus_nigra","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"956","Populus_tremula","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"957","Potamogeton_alpinus","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"958","Potentilla_argentea","",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"959","Potentilla_aurea","",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
